"Country","State","City","Population","Lat","Lon"
"Botswana","Kgatleng","OliphantsDrift",822,-24.1811,26.8483
"Botswana","Ngwaketse","Kgoro",820,-25.4145,25.47
"Botswana","Ghanzi","Kule",819,-23.05,20.07
"Botswana","Tutume","MafongoLands",819,-20.8684,27.2301
"Botswana","Bobonong","Damochojena",818,-21.9003,27.4635
"Botswana","Tutume","Kutamogree",817,-20.7022,26.7681
"Botswana","Ngwaketse","Hebron",813,-25.6867,25.3869
"Botswana","Okavango","Gudingwa",812,-18.5995,22.9131
"Botswana","Ngwaketse","Tlhareseleele",804,-25.48,25.63
"Botswana","SerowePalapye","Malaka",798,-22.52,27.42
"Botswana","Chobe","Satau",796,-18.0125,24.4061
"Botswana","Kweneng","MmopaneLands",793,-24.57,25.87
"Botswana","Bobonong","Mabolwe",791,-21.8212,28.82
"Botswana","NorthEast","Sekakangwe",781,-20.5373,27.319
"Botswana","SouthEast","Tawana",781,-24.6464,25.9119
"Botswana","Ngwaketse","Mmakgori",778,-25.8117,24.8009
"Botswana","Okavango","Ikoga",775,-18.8661,22.285
"Botswana","Ngwaketse","Gasita",772,-25.1047,24.8754
"Botswana","Ngwaketse","Lorwana",760,-25.3167,25.4667
"Botswana","Ngwaketse","Segwagwa",756,-25.1894,25.1732
"Botswana","NorthEast","Gambule",745,-20.5783,27.597
"Botswana","Ngwaketse","Mokhomba",739,-24.7667,24.6
"Botswana","Ngwaketse","Gopong",738,-25.3167,25.4667
"Botswana","Kweneng","Shadishadi",738,-23.4769,25.6698
"Botswana","Mahalapye","Dovedale",737,-23.5236,27.0442
"Botswana","Okavango","Sekondomboro",726,-18.3518,21.9598
"Botswana","KgalagadiSouth","Middlepits",720,-26.6625,21.8881
"Botswana","Kweneng","Galekgatshwane",719,-24.52,25.810000000000002
"Botswana","Kweneng","Mononyane",718,-24.54,25.77
"Botswana","Ngwaketse","Metlojane",716,-25.5322,25.3678
"Botswana","Ngwaketse","Ditlharapa",715,-25.7066,25.2926
"Botswana","Mahalapye","Borotsi",714,-21.0576,27.2108
"Botswana","Mahalapye","Matlhako",709,-22.7206,27.3089
"Botswana","SerowePalapye","MakoroSiding",706,-22.73,27.080000000000002
"Botswana","Ngwaketse","Tshidilamolomo",705,-25.8167,24.6833
"Botswana","NorthEast","Letsholathebe",701,-20.6801,27.4385
"Botswana","Bobonong","Toromoja",699,-21.0669,24.5706
"Botswana","NorthEast","Sechele",695,-20.7591,27.3607
"Botswana","Okavango","Eretsha",683,-18.7774,22.686
"Botswana","Okavango","Etsha1",681,-19.1359,22.2877
"Botswana","Kweneng","Kubung",681,-24.633,25.3087
"Botswana","Tutume","Sepako",672,-19.8653,26.4939
"Botswana","Kweneng","Mahetlwe",655,-24.2397,25.6764
"Botswana","Ngamiland","Kareng",654,-20.6269,22.3283
"Botswana","KgalagadiSouth","Kolonkwane",648,-26.6436,21.9961
"Botswana","Kweneng","Mmokolodi",647,-24.7,25.8
"Botswana","Ngwaketse","Sedibeng",646,-25.3832,25.0808
"Botswana","Okavango","MohemboEast",643,-18.3,21.8
"Botswana","Ngwaketse","Morwamosu",641,-24.0794,23.0692
"Botswana","SerowePalapye","Gamabuo",640,-22.6278,26.3574
"Botswana","Kweneng","Ngware",635,-23.8656,25.3683
"Botswana","Ngwaketse","Mogojogojo",632,-25.3167,25.4667
"Botswana","Tutume","SebinaLands",628,-20.8367,27.22
"Botswana","Ngwaketse","Sekhutlane",626,-25.6061,24.5323
"Botswana","Tutume","Jamataka",621,-21.0847,27.1426
"Botswana","Ghanzi","WestHanahai",619,-22.1025,21.7725
"Botswana","Tutume","Maotakgang",616,-20.8928,27.0721
"Botswana","Kweneng","Kaudwane",610,-23.385,24.6597
"Botswana","Ngwaketse","Leporung",610,-25.7756,24.9237
"Botswana","NorthEast","Kgari",604,-20.5834,27.6095
"Botswana","Ngwaketse","Maruswa",599,-25.3167,25.4667
"Botswana","Ghanzi","NewXanagas",597,-22.4314,20.655
"Botswana","Tutume","Mmeya",596,-21.0908,26.8236
"Botswana","Mahalapye","Poloka",588,-23.5978,26.2851
"Botswana","Ngwaketse","Phihitshwane",587,-25.0405,25.2363
"Botswana","Ngwaketse","Lejwana",584,-25.4058,25.5392
"Botswana","Ngamiland","Sexaxa",583,-19.7644,23.6735
"Botswana","Ngwaketse","Tswaaneng",581,-25.5141,24.9833
"Botswana","Tutume","Semitwe",575,-20.9379,27.0833
"Botswana","NorthEast","Masingwaneng",570,-20.8483,27.3254
"Botswana","NorthEast","Mambo",569,-20.7963,27.3339
"Botswana","Mahalapye","Bonwapitse",568,-23.02,26.67
"Botswana","Ngwaketse","Gamajalela",568,-25.4019,25.4419
"Botswana","KgalagadiSouth","Khwawa",567,-26.2808,21.3672
"Botswana","Chobe","Kavimba",566,-18.02,24.6
"Botswana","Bobonong","Moreomaoto",566,-20.2385,24.2543
"Botswana","Tutume","Ntobgwe",564,-20.5597,27.1154
