"Country","State","City","Population","Lat","Lon"
"UnitedKingdom","Solihull","Solihull",206700,52.4166667,-1.7833333
"UnitedKingdom","Essex","Harlow",94365,51.7833333,0.1666667
"UnitedKingdom","BathAndNorthEastSomerset","Bath",93238,51.3794444,-2.3655556
"UnitedKingdom","Sefton","Southport",93044,53.6666667,-3.
"UnitedKingdom","Lincolnshire","Lincoln",89228,53.2333333,-0.5333333
"UnitedKingdom","EastSussex","Hastings",90300,50.86,0.57
"UnitedKingdom","Worcestershire","Bromsgrove",87837,52.3353,-2.0579
"UnitedKingdom","NorthEastLincolnshire","Grimsby",87574,53.56539,-0.07553
"UnitedKingdom","Darlington","Darlington",87204,54.5333333,-1.5666667
"UnitedKingdom","NorthYorkshire","Harrogate",71594,53.9833333,-1.5333333
"UnitedKingdom","Hartlepool","Hartlepool",86713,54.6861111,-1.2125
"UnitedKingdom","Bedfordshire","Bedford",92407,52.1333333,-0.45
"UnitedKingdom","Hertfordshire","HemelHempstead",85629,51.75,-0.4666667
"UnitedKingdom","Hertfordshire","Stevenage",84651,51.9166667,-0.2166667
"UnitedKingdom","SouthTyneside","SouthShields",83655,54.9877778,-1.4213889
"UnitedKingdom","NorthSomerset","WestonSuperMare",76143,51.3458333,-2.9677778
"UnitedKingdom","Calderdale","Halifax",82624,53.7166667,-1.85
"UnitedKingdom","Wirral","Birkenhead",81805,53.4,-3.0333333
"UnitedKingdom","Wigan","Wigan",103608,53.5333333,-2.6166667
"UnitedKingdom","Buckinghamshire","HighWycombe",80357,51.6333333,-0.7666667
"UnitedKingdom","Wakefield","Wakefield",78978,53.6833140988651,-1.49768114089966
"UnitedKingdom","Gateshead","Gateshead",77649,54.945,-1.6175
"UnitedKingdom","Lisburn","Lisburn",77506,54.5233729865059,-6.03527069091797
"UnitedKingdom","Worcestershire","Redditch",77128,52.3,-1.9333333
"UnitedKingdom","BracknellForest","Bracknell",77256,51.4166667,-0.75
"UnitedKingdom","Staffordshire","NewcastleUnderLyme",73944,53.,-2.2333333
"UnitedKingdom","Medway","Chatham",75509,51.3833333,0.5166667
"UnitedKingdom","BrightonAndHove","Hove",91900,50.8333333,-0.1833333
"UnitedKingdom","Buckinghamshire","Aylesbury",83407,51.8166667,-0.8
"UnitedKingdom","Staffordshire","Tamworth",74129,52.6166667,-1.6833333
"UnitedKingdom","SouthLanarkshire","EastKilbride",73820,55.7666667,-4.1666667
"UnitedKingdom","Warwickshire","Nuneaton",73555,52.5166667,-1.4666667
"UnitedKingdom","Lancashire","Burnley",82002,53.8,-2.2333333
"UnitedKingdom","Renfrewshire","Paisley",72970,55.8333333,-4.4333333
"UnitedKingdom","Cumbria","Carlisle",75399,54.8833333,-2.9333333
"UnitedKingdom","NorthLincolnshire","Scunthorpe",72514,53.5833333,-0.65
"UnitedKingdom","Surrey","Guildford",71873,51.2166667,-0.5666667
"UnitedKingdom","Suffolk","Lowestoft",71479,52.4833333,1.75
"UnitedKingdom","Thurrock","Grays",70934,51.4833333,0.3333333
"UnitedKingdom","Salford","Salford",70905,53.4833333,-2.2666667
"UnitedKingdom","Hampshire","Gosport",70793,50.8,-1.1333333
"UnitedKingdom","Derbyshire","Chesterfield",10688,53.25,-1.4166667
"UnitedKingdom","Cheshire","Crewe",70455,53.1,-2.4333333
"UnitedKingdom","Nottinghamshire","Mansfield",70447,53.1333333,-1.2
